,review_comment_message,review_score
91718,"Muita demora na entrega do produto.
Não compraria novamente!",2
91721,Não recebi a panela,1
91724,excelente,5
91726,Quando é comprado por site de terceiro e muito demorado a entrega!,3
91727,"Não recebi até hoje
",2
91732,Produto chegou conforme eu havia solicitado em um prazo menor do que havia informado. Estou usando a lente sem nenhum problema. Muito satisfeita!,5
91733,o PRODUTO NÃO CHEGOU ATÉ HOJE.,1
91734, o produto não era o que eu esperava,2
91737,A entrega foi surpe rapida,5
91738,Escolhi com led vermelho e chegou azul...,4
91739,"Produto entregueantes do prazo. Um relógio muito bonito porém não gostei muito da qualidade do produto, mas mesmo assim gostei.",2
91742,Gostei do relógio. Estava disponível antes do prazo. Parabéns pela rápida liberação.,4
91747,"Compro e sempre comprarei com
Vcs d lannister.com",3
91748,Eu comprei 2 kit e somente recebi 1.,1
91749,"Um dos frisadores que comprei, especificamente a FOLHA NAO FRISA! NAO REALIZA SUA FUNÇAO. Nao molda o eva, Testei com varios materiais diferentes e infelizmente nao funciona.",3
91751,Entrega dentro do prazo,5
91753,Recebi o produto muito antes do prazo e original. Adorei ,5
91754,"Entrega antes do prazo, adoramos o produto...",5
91755,Recomendo,4
91756,Recebi na data certa. Tudo ok!,5
91757,"sou cliente faz anos, é a 1ª vez que acontece atraso de entrega de mercadorias",4
91760,Entrega imediata e satisfatória.,5
91763,satisfeito,5
91764,"Parabéns ,o produto tira rico da empresa targaryen chegou normalmente, mas um segundo produto que também comprei não chegou até o momento na minha residência ,uma máquina de corta cabelo também adquirida.",5
91769,"Comprei uma Bike já faz 40 dias e ainda não chegou, vou processar essa empresa.",1
91771,Veio até antes do prazo,5
91772,"Produto veio quebrado, não podendo ser montado. Além de extrema baixa qualidade nas peças. Veio todo descascado, com medidas diferentes, amassado. Solicito troca urgente por um produto em boas condico",1
91774,tudo certo e dentro do previsto!,5
91778,"Foi enviado com exito o produto, acho apenas que o fato de se pedir 2 produtos nao deveria ser cobrado dobrar o valor do frete.",4
91781,Entregue bem antes do prazo. ,5
91782,O produto tem um problema no ajuste e só serviria bem em pessoas muito grandes. O máximo que ele ajusta ainda fica muito largo. Mas a câmera é razoável e o dispositivo faz o que promete.,4
91786,"Não é que o produto seja ruim, é que achei que era menor, quando chegou achei grande demais. Mas é uma ótima carteira.",3
91791," Observando um vídeo da GAREN, fabricante do motor: consta que faz parte dos itens que acompanha o motor, 3 METROS DE CREMALHEIRA, estes não vieram.",4
91797,Excelente ,5
91802,"Não entregaram o produto correto! Pedi uma chaleira de 3 litros, paguei pela mesma e me enviaram de 2 litros além do produto ser de péssima qualidade e veio com riscos! ",1
91803,Ótimo atendimento e agilidade no serviço eu recomendo.,5
91804,TERRIVEL ESTE PROBLEMA DA ENTREGA,1
91806,Esperei até? o último dia do prazo para entrega e não chegou o meu produto conforme o combinado,2
91807,Espero q as lannister solucione o meu caso o mais rápido possível......e deixando bem claro q esse caso foi um caso isolado...porque no geral as lannister entrega o produto no prazo determinado.,4
91810,"Entrega muito rápida, funcionou perfeitamente, chave idêntica a original. Ótima qualidade.",5
91818,"O produto comprado chegou antes do prazo de 48horas em casa, com a sua integridade conservada!! Recomendo a loja!!",5
91819,Gosto da loja e dos produtos porém ainda não recebi o meu.,3
91823,produto de qualidade e chegou em menos de 2 dias,5
91825,PRODUTO ENTREGUE ANTES DA DATA MARCADA. PARABÉNS,5
91832,Compra tranquila e entrega sem problemas.,5
91837,Tudo oque eu esperava.,5
91840,Um absurdo falaram que até dia 10/04 séria entregue mas até agora nada. E já está pago faz tempo meus pedidos...,1
91842,"Recebi a mercadoria com prazo 14 dias de antecipação,muito bem embalada. Amei e fiquei muito feliz.
Obrigada.!!",5
91850,"O produto chegou antes do prazo, de muito boa qualidade, de fácil colocação, O filtro não possui gosto forte. A torneira possui dois modos de jatos, chuveiro e continuo, além de ser articulada. Ótima!",5
91853,Otimo produto,4
91855,Produto muito bom recomendo.....,5
91856,ok,4
91857,"Produto perfeito, entrege dentro do prazo.",5
91864,"O produto é bom recebi no plazo 
",5
91871,Espero que o atraso seja por motivo da greve dos caminhoneiros.,3
91872,"Simplesmente ameiii a cortina, veio muito antes do prazo, e tudo certinho!!! ",5
91874,Perfeito... chegou muito rapido,5
91876,Esperava mais agilidade.,3
91877,"As cortinas são lindas e de otima qualidade,porém no anuncio não diz que são brancas e os ilhos são de plástico.Norigem mais gostei muito.",4
91881,A capa do celular não serve para o modelo descrito. Vou devolver.,1
91884,"Boa noite, fiz a compra de 2 pendentes e chegou somente 1 no dia 30/11. Gostaria de saber qual o cod de rastreio do pendente que está faltando. Att",3
91890,tudo perfeito,5
91894,O PRODUTO IGUAL O ANUNCIO LINDO POREM A ENTREGA SUPER DEMORADA,4
91897,Preciso de uma posicao se o produto vai ser entregue ate o dia 10 ou nao .. se nao vou pedir o extorno,1
91898,A MERCADORIA CHEGOU ANTES DO PRAZO PREVISTO. FELIZ COM A COMPRA.,5
91905,"Recebi o produtos no antes do prazo , a comuniçao foi muito boa , consegui aconpanhar meus produtos sem nenhuma dificuldade , sempre comprei no site lannister e pretendo continuar comprando .",4
91907,muito bom e sempre um prazer comprar no baratheon ,5
91909,gfhhhhhhhhhh,3
91910,Bom,4
91911,Compro na Americana.om pela confiabilidade da entrega do produto correto e no prazo,5
91916,O tamanho poderia ser um pouco maior pelas referências que aparecem de tamanho.,4
91918,"Olá! 
Achei o valor do produto adquirido um pouco mais em conta do que em outros sites e lojas físicas. 
O produto foi entregue antes do prazo estipulado e sem nenhuma avaria e em perfeito estado. ",3
91919,Compra satisfatória.,4
91920,muito satisfeita com o produto e a pontualidade da transportadora .,5
91921,"O produto que comprei, foi o da foto... o que foi entregue foi completamente diferente, da marca da empresa que forneceu... comprei cartão Henry, não cartão Evolution...",1
91927,"Comprei a cadeira da targaryen parceiro da Lojas lannister. O produto veio com a base de ferro toda fora de medida, nenhum dos encaixes deu certo, tive um trabalhão para montar a cadeira. NÃO RECOMENDO.",1
91928,"Já recebi as lentes, porém, não recebi os cartuchos. E não consigo rastrear o pedido no aplicativo.",4
91929,"Só não dou nota máxima porque os cartuchos que comprei vieram em uma embalagem sem proteção, e um dos cartuchos chegou a ficar com a caixa rasgada e aberta.",3
91931,"Tava tudo ok.so que o espremedor nao funciona como faço pra trocar
",4
91932,PRODUTO NÃO VEIO COM O CABO VARIAS RECLAMAÇÕES E NINGUÉM SE MANIFESTOU,1
91934,"Não recebi o produto, solicitei devolucao do valor pago no meu cartão de crédito e não obtive be nenhum retorno",1
91935,Boa compra ,5
91937,"Recebi o produto antes do prazo combinado, veio incluso uma espátula e um manual de instrução, recomendo essa loja. ",5
91940,"Recebi o produto no prazo, em perfeitas condições. ",5
91942,produtoentregue no prazo e amei a qualidade,5
91943,"Não recebido e ninguém responde os meu email
Nem a atualizar o acompanhamento pra saber se ainda vou receber minha em comenda",1
91947,"Recebi o meu pedido incompleto, sendo que, na nota fiscal estão todos os itens. Vou pagar por algo que eu não recebi. Estou tentando contato via e-mail e via telefone e não tive nenhuma resposta.",1
91948,"Atendimento rápido, como também foi a entrega. Parabéns!",4
91949,"Estava previsto para que o produto chegasse dia 20/04. Dia 03/04 houve uma ""dificuldade na entrega"". Enviei e-mail para a empresa e segundo eles, houve um imprevisto dos correios.O produto não chegou",1
91951,Produto muito bom. Loja como sempre surpreendendo pelo OTIMO ATENDIMENTO ,5
91956,tudo perfeito,5
91959,Produto entregue antes do prazo,5
91960,"O pedente é lindo e de boa qualidade, gostei muito.",5
91963,Bem diferente do que aparece na foto,2
91964,"excelente
entrega rápida
bem embalado
amei",5
91965,Tudo foi entregue corretamente,5
91968,produto muito bom nota 10,5
91971,Quero aqui dizer que sou cliente de muito tempo da stark e compro muito...Mais nunca tinha comprado um produto de tão péssima qualidade como esse...Quero aqui dizer que o produto vai pra lixo...,1
91976,A entrega foi antecipada pela loja. Bom preços com agilidade. Vale comprar.,5
91977,O produto chegou com agilidade.,5
91980,"Comprei 2 produtos iguais com frete individuais, chegou somente 1 com a nota dizendo que são 2. No correio disseram que não é problema com eles e sim c/a loja. Mandei mensagem e não responderam ainda.",1
91983,Ainda não usei o produto mas tudo foi certinho ,5
91988,"Não posso avaliar por algum que não recebi, gostaria de saber o por Que ainda não recebi minha cortina e estão dizendo que já recebi.
Obs: tive que marca tudo não em cima pq a primeira resposta é não",1
91991,"Entrega perfeita,chegou antes do prazo e super embalado por conter partes de vidro.adoreiiii",5
91994,"O produto chegou com defeito é o site da lannister é péssimo pra trocas, suporte péssimo !!!!",1
91995,Entregada super rapida parabens ,5
92000,Eu recebi o produto dentro da data ,2
92001,Comprei um produto de uma marca e recebi outro inferior ao que comprei sem falar que me cobraram frete é tive que pegar no correio,1
92002,"Com relação à compra e entrega, só tenho a elogiar.
Muito obrigada!",5
92003,Comprei 2 saias e enviaram 1.,1
92005,"Entrega rápida , e produto conforme anunciado",5
92006,Muito bonita e funcional. Mas infelizmente veio com um arranhão.,4
92007,"Entrega rápida, recomendo a loja",5
92008,"Linda, mas achei que fosse maior. Achei o preço elevado pelo tamanho da maleta.",3
92011,ATE O MOMENTO O MEU PRODUTO NAO FOI ENTREGUE PECO QUE POR GENTILEZA RESOLVA O ESTORNO DO VALOR OU VALE COMPRA NO VALOR QUE FOI PAGO,1
92014,esperava uma qualidade melhor do produto ,3
92016,"O produto um pouco fraco,mas muito bonito",4
92017,O produto foi enviado com defeito.,1
92018,"O produto é grande para o notebook de 15,6"" e tem poucas espumas para proteger o not.",4
92020,Atendeu às expectativas!!!,5
92025,Para melhor avaliação só usando e como ainda não usei???,3
92029,otimo,5
92032,"Material conforme descrito no site. Entregue dentro do programado.
Precisa melhorar o manual de instrução apenas.",5
92037,Boa,3
92038,"Comprei duas cortinas e recebi apenas uma. Na foto ela é dividida em duas partes, porém recebi apenas uma. Corrigindo, não recebi, tive que retirar nos correios.",2
92041,"Produto entregue no prazo, exatamente como como diz no anúncio, recomendo....",4
92043,"Gostei bastante da agilidade, porém não recebi a nota fiscal do mesmo. 
Aguardo retorno. 
Obrigada! ",4
92044,"Só não dou 5 estrelas por alguns pequenos detalhes no acabamento e quanto ao texto original que vem escrito no produto. Mas a oja, entregou antes do prazo, muito bem embalado e o produto é semelhante",3
92046,"Todo meu pedido foi cancelado, então não recebi meu headset e o estorno já foi realizado. Isto posto, não posso avaliar de maneira digna a loja supracitada.",1
92048,chegou antes do prometido,5
92049,ultra rapido,5
92051,"Apesar do produto chegar dentro do prazo, demorou bastante.",4
92053,"Não indico por não cumpriram com o prazo de entrega, somente por isso!!!",3
92055,NÃO GOSTEI DA TAXA DE ENTREGA MAIOR QUE O PRODUTO.,5
92057,Nao recebi as duas colchas estou sem a colcha fantasy,1
92061,Satisfeito com a compra realizada na lannister.com,4
92065,"Ótimo mim entregou antes do prazo, tá de parabéns,as lojas lannister.",5
92070,.,5
92072,Não recebi o produto,1
92074,Meio pedido veio faltando boa parte das perças. Estou tentando entrar em contato com a loja e nao consigo! ,2
92078,"Parabéns...


",5
92085,"Demora em tirar nota fiscal, sem retorno da situação da compra!",1
92086,"É muito lindo , veio correto só faltou ser um pouco maior. ",3
92087,"O Produto é bom, minha filha adorou, o material é um pouco frágil, mas atende.",5
92088,..,5
92092,Super recomendo,5
92095,"Produto é melhor do que esperado, mas demorou demais, era um presente e acabei dando o mesmo atrasado. :(",5
92102,"O produto chegou adequadamente, bem embalado e parece de boa qualidade. Expectativa de começar a usar e comprovar qualidade.",4
92103,"Não posso dar uma opinião porque o produto que recebi nem mesmo funciona, mas não seja por isso a culpa da targaryen , mas sim, culpa do fabricante do produto, por que vê-se claramente péssima qualidade.",1
92104,Amei o produto e chegou rapidinho.,5
92105,Produto não foi entregue. Não foi enviada nota fiscal. Telefone para reclamação não funciona.,1
92106,"Tudo correto, produto correto, prazo ok",5
92108,"entregue na data,recomendo a venda de produtos",5
92112,Muito feliz!!,5
92114,"Chegou antes do prazo, excelente ",5
92116,Minha filha amou,5
92120,Entregaram antes do prazo estipulado....,5
92122,Mas de mês q a minha compra foi aprovada e até hoje n chegou. Como pode uma coisa dessa,2
92123,Produto de boa qualidade entregue no prazo,5
92125,"Amei lindo!!
",5
92127,"Fiz a compra com entrega de 18 dias e me entregaram dentro de uma semana, o produto veio certinho.
Adorei e recomendo.",5
92130,"Produto chegou antes do prazo, bem embalado e não tive nenhum problema com a entrega......nota 10....recomendo sim a loja....",5
92131,"Tapete péssima qualidade , ou não dá pra chamar se tapete é um tecidos custurado em um couro de plástico, já solicitei a devolução. Sem Mais ",1
92132,Ótima loja online ,5
92135,COMPREI TRÊS TRAVESSEIROS INFLAVEIS E CHEGOU SOMENTE 1 UNIDADE,1
92137,"Comprei 4 itens, chegaram 3 em separado e ainda falta um. Quero uma solução!!*",2
92144,Produto de ótima qualidade entregue antes da previsão. Super recomendo!,5
92146,Gostei muito chegou no tempo certo e perfeito parabens,5
92147,"Gostaria que o produto fosse mais específico quando e original ou paralelo so isso mais a entrega foi rapida obrigado
",3
